start	end	text	parse_string	label
63.6141279296875	64.2041279296875	the secrets	(NP (DT the) (NNS secrets))	('NP',)
64.5741279296875	66.8741279296875	of being able to get get get good photography	(PP (IN of) (S (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VB get) (S (VP (VB get) (S (VP (VB get) (NP (JJ good) (NN photography)))))))))))))	('PP',)
64.6741279296875	66.8741279296875	being able to get get get good photography	(S (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VB get) (S (VP (VB get) (S (VP (VB get) (NP (JJ good) (NN photography))))))))))))	('S', 'VP')
64.8341279296875	66.8741279296875	able to get get get good photography	(ADJP (JJ able) (S (VP (TO to) (VP (VB get) (S (VP (VB get) (S (VP (VB get) (NP (JJ good) (NN photography))))))))))	('ADJP',)
65.0341279296875	66.8741279296875	to get get get good photography	(S (VP (TO to) (VP (VB get) (S (VP (VB get) (S (VP (VB get) (NP (JJ good) (NN photography)))))))))	('S', 'VP')
65.1941279296875	66.8741279296875	get get get good photography	(VP (VB get) (S (VP (VB get) (S (VP (VB get) (NP (JJ good) (NN photography)))))))	('VP',)
65.4841279296875	66.8741279296875	get get good photography	(S (VP (VB get) (S (VP (VB get) (NP (JJ good) (NN photography))))))	('S', 'VP')
65.7641279296875	66.8741279296875	get good photography	(S (VP (VB get) (NP (JJ good) (NN photography))))	('S', 'VP')
65.9641279296875	66.8741279296875	good photography	(NP (JJ good) (NN photography))	('NP',)
66.8741279296875	68.2041279296875	is making the animal relaxed	(VP (VBZ is) (S (VP (VBG making) (S (NP (DT the) (NN animal)) (ADJP (JJ relaxed))))))	('VP',)
67.0241279296875	68.2041279296875	making the animal relaxed	(S (VP (VBG making) (S (NP (DT the) (NN animal)) (ADJP (JJ relaxed)))))	('S', 'VP')
67.3341279296875	68.2041279296875	the animal relaxed	(S (NP (DT the) (NN animal)) (ADJP (JJ relaxed)))	('S',)
67.3341279296875	67.6641279296875	the animal	(NP (DT the) (NN animal))	('NP',)
68.9171279296875	74.7871279296875	There was one shot David really wanted to get a full face portrait with a wide angle lens	(S (NP (EX There)) (VP (VBD was) (NP (NP (CD one) (NN shot)) (SBAR (S (NP (NNP David)) (ADVP (RB really)) (VP (VBD wanted) (S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens)))))))))))))	('S',)
69.0471279296875	74.7871279296875	was one shot David really wanted to get a full face portrait with a wide angle lens	(VP (VBD was) (NP (NP (CD one) (NN shot)) (SBAR (S (NP (NNP David)) (ADVP (RB really)) (VP (VBD wanted) (S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens))))))))))))	('VP',)
69.2171279296875	74.7871279296875	one shot David really wanted to get a full face portrait with a wide angle lens	(NP (NP (CD one) (NN shot)) (SBAR (S (NP (NNP David)) (ADVP (RB really)) (VP (VBD wanted) (S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens)))))))))))	('NP',)
69.2171279296875	69.8771279296875	one shot	(NP (CD one) (NN shot))	('NP',)
69.8771279296875	74.7871279296875	David really wanted to get a full face portrait with a wide angle lens	(SBAR (S (NP (NNP David)) (ADVP (RB really)) (VP (VBD wanted) (S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens))))))))))	('SBAR', 'S')
70.5971279296875	74.7871279296875	wanted to get a full face portrait with a wide angle lens	(VP (VBD wanted) (S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens))))))))	('VP',)
70.8771279296875	74.7871279296875	to get a full face portrait with a wide angle lens	(S (VP (TO to) (VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens)))))))	('S', 'VP')
71.01712792968749	74.7871279296875	get a full face portrait with a wide angle lens	(VP (VB get) (NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens)))))	('VP',)
72.07712792968749	74.7871279296875	a full face portrait with a wide angle lens	(NP (NP (DT a) (NML (JJ full) (NN face)) (NN portrait)) (PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens))))	('NP',)
72.07712792968749	73.2871279296875	a full face portrait	(NP (DT a) (NML (JJ full) (NN face)) (NN portrait))	('NP',)
72.2471279296875	72.7271279296875	full face	(NML (JJ full) (NN face))	('NML',)
73.4471279296875	74.7871279296875	with a wide angle lens	(PP (IN with) (NP (DT a) (NML (JJ wide) (NN angle)) (NN lens)))	('PP',)
73.57712792968749	74.7871279296875	a wide angle lens	(NP (DT a) (NML (JJ wide) (NN angle)) (NN lens))	('NP',)
73.6671279296875	74.2371279296875	wide angle	(NML (JJ wide) (NN angle))	('NML',)
75.3571279296875	78.6671279296875	But every time he got close to taking the shot the monkeys would look away	(S (CC But) (NP (NP (DT every) (NN time)) (SBAR (S (NP (PRP he)) (VP (VBD got) (ADJP (JJ close) (PP (IN to) (S (VP (VBG taking) (NP (DT the) (NN shot)))))))))) (NP (DT the) (NNS monkeys)) (VP (MD would) (VP (VB look) (ADVP (RB away)))))	('S',)
75.4971279296875	77.40712792968749	every time he got close to taking the shot	(NP (NP (DT every) (NN time)) (SBAR (S (NP (PRP he)) (VP (VBD got) (ADJP (JJ close) (PP (IN to) (S (VP (VBG taking) (NP (DT the) (NN shot))))))))))	('NP',)
75.4971279296875	75.9271279296875	every time	(NP (DT every) (NN time))	('NP',)
75.9271279296875	77.40712792968749	he got close to taking the shot	(SBAR (S (NP (PRP he)) (VP (VBD got) (ADJP (JJ close) (PP (IN to) (S (VP (VBG taking) (NP (DT the) (NN shot)))))))))	('SBAR', 'S')
76.0071279296875	77.40712792968749	got close to taking the shot	(VP (VBD got) (ADJP (JJ close) (PP (IN to) (S (VP (VBG taking) (NP (DT the) (NN shot)))))))	('VP',)
76.1671279296875	77.40712792968749	close to taking the shot	(ADJP (JJ close) (PP (IN to) (S (VP (VBG taking) (NP (DT the) (NN shot))))))	('ADJP',)
76.4171279296875	77.40712792968749	to taking the shot	(PP (IN to) (S (VP (VBG taking) (NP (DT the) (NN shot)))))	('PP',)
76.54712792968749	77.40712792968749	taking the shot	(S (VP (VBG taking) (NP (DT the) (NN shot))))	('S', 'VP')
76.8671279296875	77.40712792968749	the shot	(NP (DT the) (NN shot))	('NP',)
77.51712792968749	77.9771279296875	the monkeys	(NP (DT the) (NNS monkeys))	('NP',)
78.01712792968749	78.6671279296875	would look away	(VP (MD would) (VP (VB look) (ADVP (RB away))))	('VP',)
78.1371279296875	78.6671279296875	look away	(VP (VB look) (ADVP (RB away)))	('VP',)
79.5971279296875	82.8571279296875	So after two days of these near misses he changed strategies	(S (RB So) (PP (IN after) (NP (NP (CD two) (NNS days)) (PP (IN of) (NP (DT these) (JJ near) (NNS misses))))) (NP (PRP he)) (VP (VBD changed) (NP (NNS strategies))))	('S',)
79.7271279296875	81.6171279296875	after two days of these near misses	(PP (IN after) (NP (NP (CD two) (NNS days)) (PP (IN of) (NP (DT these) (JJ near) (NNS misses)))))	('PP',)
80.0371279296875	81.6171279296875	two days of these near misses	(NP (NP (CD two) (NNS days)) (PP (IN of) (NP (DT these) (JJ near) (NNS misses))))	('NP',)
80.0371279296875	80.4971279296875	two days	(NP (CD two) (NNS days))	('NP',)
80.5371279296875	81.6171279296875	of these near misses	(PP (IN of) (NP (DT these) (JJ near) (NNS misses)))	('PP',)
80.6271279296875	81.6171279296875	these near misses	(NP (DT these) (JJ near) (NNS misses))	('NP',)
81.82712792968749	82.8571279296875	changed strategies	(VP (VBD changed) (NP (NNS strategies)))	('VP',)
83.5071279296875	87.7771279296875	He put his camera on a tripod and threw down some cookies to try to entice the monkeys over	(S (NP (PRP He)) (VP (VP (VBD put) (NP (PRP$ his) (NN camera)) (PP (IN on) (NP (DT a) (NN tripod)))) (CC and) (VBD threw) (PRT (RP down)) (NP (DT some) (NNS cookies)) (S (VP (TO to) (VP (VB try) (S (VP (TO to) (VP (VB entice) (NP (DT the) (NNS monkeys)) (ADVP (RP over))))))))))	('S',)
83.6271279296875	87.7771279296875	put his camera on a tripod and threw down some cookies to try to entice the monkeys over	(VP (VP (VBD put) (NP (PRP$ his) (NN camera)) (PP (IN on) (NP (DT a) (NN tripod)))) (CC and) (VBD threw) (PRT (RP down)) (NP (DT some) (NNS cookies)) (S (VP (TO to) (VP (VB try) (S (VP (TO to) (VP (VB entice) (NP (DT the) (NNS monkeys)) (ADVP (RP over)))))))))	('VP',)
83.6271279296875	84.93712792968749	put his camera on a tripod	(VP (VBD put) (NP (PRP$ his) (NN camera)) (PP (IN on) (NP (DT a) (NN tripod))))	('VP',)
83.7571279296875	84.15712792968749	his camera	(NP (PRP$ his) (NN camera))	('NP',)
84.15712792968749	84.93712792968749	on a tripod	(PP (IN on) (NP (DT a) (NN tripod)))	('PP',)
84.2471279296875	84.93712792968749	a tripod	(NP (DT a) (NN tripod))	('NP',)
85.4271279296875	86.1971279296875	some cookies	(NP (DT some) (NNS cookies))	('NP',)
86.1971279296875	87.7771279296875	to try to entice the monkeys over	(S (VP (TO to) (VP (VB try) (S (VP (TO to) (VP (VB entice) (NP (DT the) (NNS monkeys)) (ADVP (RP over))))))))	('S', 'VP')
86.3371279296875	87.7771279296875	try to entice the monkeys over	(VP (VB try) (S (VP (TO to) (VP (VB entice) (NP (DT the) (NNS monkeys)) (ADVP (RP over))))))	('VP',)
86.51712792968749	87.7771279296875	to entice the monkeys over	(S (VP (TO to) (VP (VB entice) (NP (DT the) (NNS monkeys)) (ADVP (RP over)))))	('S', 'VP')
86.5871279296875	87.7771279296875	entice the monkeys over	(VP (VB entice) (NP (DT the) (NNS monkeys)) (ADVP (RP over)))	('VP',)
86.9571279296875	87.3571279296875	the monkeys	(NP (DT the) (NNS monkeys))	('NP',)
88.5571279296875	92.68712792968748	He was hoping they'd get curious about the camera and start pushing the button themselves	(S (NP (PRP He)) (VP (VBD was) (VP (VBG hoping) (SBAR (S (NP (PRP they)) (VP (MD 'd) (VP (VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))) (CC and) (VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves))))))))))))	('S',)
88.6771279296875	92.68712792968748	was hoping they'd get curious about the camera and start pushing the button themselves	(VP (VBD was) (VP (VBG hoping) (SBAR (S (NP (PRP they)) (VP (MD 'd) (VP (VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))) (CC and) (VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves)))))))))))	('VP',)
88.7871279296875	92.68712792968748	hoping they'd get curious about the camera and start pushing the button themselves	(VP (VBG hoping) (SBAR (S (NP (PRP they)) (VP (MD 'd) (VP (VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))) (CC and) (VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves))))))))))	('VP',)
89.0571279296875	92.68712792968748	they'd get curious about the camera and start pushing the button themselves	(SBAR (S (NP (PRP they)) (VP (MD 'd) (VP (VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))) (CC and) (VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves)))))))))	('SBAR', 'S')
89.0571279296875	92.68712792968748	'd get curious about the camera and start pushing the button themselves	(VP (MD 'd) (VP (VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))) (CC and) (VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves)))))))	('VP',)
89.1771279296875	92.68712792968748	get curious about the camera and start pushing the button themselves	(VP (VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))) (CC and) (VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves))))))	('VP',)
89.1771279296875	90.7271279296875	get curious about the camera	(VP (VB get) (ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera)))))	('VP',)
89.3671279296875	90.7271279296875	curious about the camera	(ADJP (JJ curious) (PP (IN about) (NP (DT the) (NN camera))))	('ADJP',)
89.9171279296875	90.7271279296875	about the camera	(PP (IN about) (NP (DT the) (NN camera)))	('PP',)
90.1371279296875	90.7271279296875	the camera	(NP (DT the) (NN camera))	('NP',)
91.0871279296875	92.68712792968748	start pushing the button themselves	(VP (VB start) (S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves)))))	('VP',)
91.3071279296875	92.68712792968748	pushing the button themselves	(S (VP (VBG pushing) (NP (DT the) (NN button)) (NP (PRP themselves))))	('S', 'VP')
91.5871279296875	91.93712792968748	the button	(NP (DT the) (NN button))	('NP',)
93.6071279296875	94.7271279296875	They were curious	(S (NP (PRP They)) (VP (VBD were) (ADJP (JJ curious))))	('S',)
93.7871279296875	94.7271279296875	were curious	(VP (VBD were) (ADJP (JJ curious)))	('VP',)
95.46712792968748	96.7371279296875	They were not pushing the button	(S (NP (PRP They)) (VP (VBD were) (RB not) (VP (VBG pushing) (NP (DT the) (NN button)))))	('S',)
95.5971279296875	96.7371279296875	were not pushing the button	(VP (VBD were) (RB not) (VP (VBG pushing) (NP (DT the) (NN button))))	('VP',)
95.9871279296875	96.7371279296875	pushing the button	(VP (VBG pushing) (NP (DT the) (NN button)))	('VP',)
96.29712792968748	96.7371279296875	the button	(NP (DT the) (NN button))	('NP',)
98.5971279296875	101.5971279296875	So David attached a cable with a button on the end of it to the camera	(S (IN So) (NP (NNP David)) (VP (VBD attached) (NP (NP (DT a) (NN cable)) (PP (IN with) (NP (NP (DT a) (NN button)) (PP (IN on) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it)))))))) (PP (IN to) (NP (DT the) (NN camera)))))	('S',)
99.01712792968748	101.5971279296875	attached a cable with a button on the end of it to the camera	(VP (VBD attached) (NP (NP (DT a) (NN cable)) (PP (IN with) (NP (NP (DT a) (NN button)) (PP (IN on) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it)))))))) (PP (IN to) (NP (DT the) (NN camera))))	('VP',)
99.3671279296875	100.96712792968748	a cable with a button on the end of it	(NP (NP (DT a) (NN cable)) (PP (IN with) (NP (NP (DT a) (NN button)) (PP (IN on) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it))))))))	('NP',)
99.3671279296875	99.82712792968748	a cable	(NP (DT a) (NN cable))	('NP',)
99.8471279296875	100.96712792968748	with a button on the end of it	(PP (IN with) (NP (NP (DT a) (NN button)) (PP (IN on) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it)))))))	('PP',)
99.96712792968748	100.96712792968748	a button on the end of it	(NP (NP (DT a) (NN button)) (PP (IN on) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it))))))	('NP',)
99.96712792968748	100.2371279296875	a button	(NP (DT a) (NN button))	('NP',)
100.2371279296875	100.96712792968748	on the end of it	(PP (IN on) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it)))))	('PP',)
100.3571279296875	100.96712792968748	the end of it	(NP (NP (DT the) (NN end)) (PP (IN of) (NP (PRP it))))	('NP',)
100.3571279296875	100.6271279296875	the end	(NP (DT the) (NN end))	('NP',)
100.6471279296875	100.96712792968748	of it	(PP (IN of) (NP (PRP it)))	('PP',)
100.9871279296875	101.5971279296875	to the camera	(PP (IN to) (NP (DT the) (NN camera)))	('PP',)
101.0971279296875	101.5971279296875	the camera	(NP (DT the) (NN camera))	('NP',)
102.4571279296875	103.32712792968748	The monkeys liked that	(S (NP (DT The) (NNS monkeys)) (VP (VBD liked) (NP (DT that))))	('S',)
102.4571279296875	102.82712792968748	The monkeys	(NP (DT The) (NNS monkeys))	('NP',)
102.8671279296875	103.32712792968748	liked that	(VP (VBD liked) (NP (DT that)))	('VP',)
104.1271279296875	107.0071279296875	They started playing with it putting it in their mouths fighting over it	(S (NP (PRP They)) (VP (VBD started) (S (VP (VBG playing) (PP (IN with) (NP (PRP it))) (S (VP (VBG putting) (NP (PRP it)) (PP (IN in) (NP (PRP$ their) (NNS mouths))) (S (VP (VBG fighting) (PP (IN over) (NP (PRP it)))))))))))	('S',)
104.2471279296875	107.0071279296875	started playing with it putting it in their mouths fighting over it	(VP (VBD started) (S (VP (VBG playing) (PP (IN with) (NP (PRP it))) (S (VP (VBG putting) (NP (PRP it)) (PP (IN in) (NP (PRP$ their) (NNS mouths))) (S (VP (VBG fighting) (PP (IN over) (NP (PRP it))))))))))	('VP',)
104.5671279296875	107.0071279296875	playing with it putting it in their mouths fighting over it	(S (VP (VBG playing) (PP (IN with) (NP (PRP it))) (S (VP (VBG putting) (NP (PRP it)) (PP (IN in) (NP (PRP$ their) (NNS mouths))) (S (VP (VBG fighting) (PP (IN over) (NP (PRP it)))))))))	('S', 'VP')
104.79712792968748	105.1971279296875	with it	(PP (IN with) (NP (PRP it)))	('PP',)
105.1971279296875	107.0071279296875	putting it in their mouths fighting over it	(S (VP (VBG putting) (NP (PRP it)) (PP (IN in) (NP (PRP$ their) (NNS mouths))) (S (VP (VBG fighting) (PP (IN over) (NP (PRP it)))))))	('S', 'VP')
105.4971279296875	106.21712792968748	in their mouths	(PP (IN in) (NP (PRP$ their) (NNS mouths)))	('PP',)
105.5571279296875	106.21712792968748	their mouths	(NP (PRP$ their) (NNS mouths))	('NP',)
106.3171279296875	107.0071279296875	fighting over it	(S (VP (VBG fighting) (PP (IN over) (NP (PRP it)))))	('S', 'VP')
106.6371279296875	107.0071279296875	over it	(PP (IN over) (NP (PRP it)))	('PP',)
107.5189279296875	113.5489279296875	And of course when when it when it got pressed they automatically looked into the lens	(S (CC And) (ADVP (RB of) (RB course)) (SBAR (WHADVP (WRB when) (WHADVP (WRB when))) (S (NP (PRP it)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD got) (VP (VBN pressed))))))) (NP (PRP they)) (ADVP (RB automatically)) (VP (VBD looked) (PP (IN into) (NP (DT the) (NN lens)))))	('S',)
107.6589279296875	107.9989279296875	of course	(ADVP (RB of) (RB course))	('ADVP',)
108.0189279296875	110.1789279296875	when when it when it got pressed	(SBAR (WHADVP (WRB when) (WHADVP (WRB when))) (S (NP (PRP it)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD got) (VP (VBN pressed)))))))	('SBAR',)
108.0189279296875	109.0889279296875	when when	(WHADVP (WRB when) (WHADVP (WRB when)))	('WHADVP',)
109.0889279296875	110.1789279296875	it when it got pressed	(S (NP (PRP it)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD got) (VP (VBN pressed))))))	('S',)
109.20892792968748	110.1789279296875	when it got pressed	(SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD got) (VP (VBN pressed)))))	('SBAR',)
109.34892792968748	110.1789279296875	it got pressed	(S (NP (PRP it)) (VP (VBD got) (VP (VBN pressed))))	('S',)
109.4189279296875	110.1789279296875	got pressed	(VP (VBD got) (VP (VBN pressed)))	('VP',)
112.4389279296875	113.5489279296875	looked into the lens	(VP (VBD looked) (PP (IN into) (NP (DT the) (NN lens))))	('VP',)
112.7989279296875	113.5489279296875	into the lens	(PP (IN into) (NP (DT the) (NN lens)))	('PP',)
112.9989279296875	113.5489279296875	the lens	(NP (DT the) (NN lens))	('NP',)
114.1689279296875	117.1789279296875	And the fact that it's going ch ch ch ch ch it's monkey language	(S (CC And) (NP (DT the) (NN fact) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBG going) (NP (RB ch) (RB ch) (RB ch) (RB ch) (RB ch))))))) (NP (PRP it)) (VP (VBZ 's) (NP (NN monkey) (NN language))))	('S',)
114.2889279296875	116.0089279296875	the fact that it's going ch ch ch ch ch	(NP (DT the) (NN fact) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBG going) (NP (RB ch) (RB ch) (RB ch) (RB ch) (RB ch)))))))	('NP',)
